,Company Name,Status Rocket,Cost in Millions of Dollars,Status Mission,Country of Launch,Companys Country of Origin,Private or State Run,Year,Month,Day,Date,Launch in Country of Company
633,Arianespace,StatusActive,200.0 ,Success,France,Multi,P,2006,10,13,13/10/2006,False
634,CASIC,StatusActive,69.7 ,Success,China,China,S,2006,9,12,12/09/2006,True
635,MHI,StatusActive,90.0 ,Success,Japan,Japan,P,2006,9,11,11/09/2006,True
636,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2006,9,9,09/09/2006,True
637,CASIC,StatusActive,30.8 ,Success,China,China,S,2006,9,9,09/09/2006,True
638,Arianespace,StatusActive,200.0 ,Success,France,Multi,P,2006,8,11,11/08/2006,False
639,Eurockot,StatusRetired,41.8 ,Success,Russia,Germany,S,2006,7,28,28/07/2006,False
640,Kosmotras,StatusRetired,29.0 ,Failure,Kazakhstan,Russia,S,2006,7,26,26/07/2006,False
641,Kosmotras,StatusRetired,29.0 ,Success,Russia,Russia,S,2006,7,12,12/07/2006,True
642,ISRO,StatusRetired,47.0 ,Failure,India,India,S,2006,7,10,10/07/2006,True
643,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2006,7,4,04/07/2006,True
644,Boeing,StatusRetired,164.0 ,Success,USA,USA,P,2006,6,28,28/06/2006,True
645,Arianespace,StatusActive,200.0 ,Success,France,Multi,P,2006,5,27,27/05/2006,False
646,Boeing,StatusRetired,164.0 ,Success,USA,USA,P,2006,5,24,24/05/2006,True
647,CASIC,StatusActive,64.68 ,Success,China,China,S,2006,4,26,26/04/2006,True
648,ILS,StatusActive,115.0 ,Success,USA,USA,P,2006,4,20,20/04/2006,True
649,Northrop,StatusActive,40.0 ,Success,USA,USA,P,2006,4,15,15/04/2006,True
650,Northrop,StatusActive,40.0 ,Success,USA,USA,P,2006,3,28,28/03/2006,True
651,SpaceX,StatusRetired,7.0 ,Failure,USA,USA,P,2006,3,24,24/03/2006,True
652,Arianespace,StatusActive,200.0 ,Success,France,Multi,P,2006,3,11,11/03/2006,False
653,ILS,StatusActive,153.0 ,Success,USA,USA,P,2006,1,19,19/01/2006,True
654,Arianespace,StatusActive,200.0 ,Success,France,Multi,P,2005,11,16,16/11/2005,False
655,Eurockot,StatusRetired,41.8 ,Failure,Russia,Germany,S,2005,10,8,08/10/2005,False
656,Northrop,StatusActive,40.0 ,Success,USA,USA,P,2005,9,22,22/09/2005,True
657,CASIC,StatusActive,29.75 ,Success,China,China,S,2005,8,29,29/08/2005,True
658,VKS RF,StatusRetired,41.8 ,Success,Russia,Russia,S,2005,8,26,26/08/2005,True
659,Kosmotras,StatusRetired,29.0 ,Success,Kazakhstan,Russia,S,2005,8,23,23/08/2005,False
660,ILS,StatusActive,109.0 ,Success,USA,USA,P,2005,8,12,12/08/2005,True
661,CASIC,StatusActive,30.8 ,Success,China,China,S,2005,8,2,02/08/2005,True
662,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2005,7,26,26/07/2005,True
663,CASIC,StatusActive,29.75 ,Success,China,China,S,2005,7,5,05/07/2005,True
664,ISRO,StatusRetired,25.0 ,Success,India,India,S,2005,5,5,05/05/2005,True
665,Northrop,StatusActive,40.0 ,Success,USA,USA,P,2005,4,15,15/04/2005,True
666,Northrop,StatusActive,40.0 ,Success,USA,USA,P,2005,4,11,11/04/2005,True
667,ILS,StatusActive,130.0 ,Success,USA,USA,P,2005,3,11,11/03/2005,True
668,Arianespace,StatusActive,200.0 ,Success,France,Multi,P,2005,2,12,12/02/2005,False
669,Boeing,StatusActive,350.0 ,Partial Failure,USA,USA,P,2004,12,21,21/12/2004,True
670,Arianespace,StatusRetired,190.0 ,Success,France,Multi,P,2004,12,18,18/12/2004,False
671,ILS,StatusActive,135.0 ,Success,USA,USA,P,2004,12,17,17/12/2004,True
672,CASIC,StatusActive,30.8 ,Success,China,China,S,2004,11,18,18/11/2004,True
673,VKS RF,StatusActive,48.5 ,Success,Russia,Russia,S,2004,11,8,08/11/2004,True
674,CASIC,StatusActive,64.68 ,Success,China,China,S,2004,11,6,06/11/2004,True
675,CASIC,StatusActive,69.7 ,Success,China,China,S,2004,10,19,19/10/2004,True
676,CASIC,StatusActive,29.75 ,Success,China,China,S,2004,9,27,27/09/2004,True
677,ISRO,StatusRetired,47.0 ,Success,India,India,S,2004,9,20,20/09/2004,True
678,CASIC,StatusActive,64.68 ,Success,China,China,S,2004,9,8,08/09/2004,True
679,CASIC,StatusActive,30.8 ,Success,China,China,S,2004,8,29,29/08/2004,True
680,CASIC,StatusActive,30.8 ,Success,China,China,S,2004,7,25,25/07/2004,True
681,Arianespace,StatusRetired,190.0 ,Success,France,Multi,P,2004,7,18,18/07/2004,False
682,Kosmotras,StatusRetired,29.0 ,Success,Kazakhstan,Russia,S,2004,6,29,29/06/2004,False
683,Northrop,StatusActive,45.0 ,Success,USA,USA,P,2004,5,20,20/05/2004,True
684,CASIC,StatusActive,30.8 ,Success,China,China,S,2004,4,18,18/04/2004,True
685,Arianespace,StatusRetired,190.0 ,Success,France,Multi,P,2004,3,2,02/03/2004,False
686,CASIC,StatusActive,30.8 ,Success,China,China,S,2003,12,29,29/12/2003,True
687,CASIC,StatusActive,69.7 ,Success,China,China,S,2003,11,14,14/11/2003,True
688,CASIC,StatusActive,29.75 ,Success,China,China,S,2003,11,3,03/11/2003,True
689,Eurockot,StatusRetired,41.8 ,Success,Russia,Germany,S,2003,10,30,30/10/2003,False
690,CASIC,StatusActive,64.68 ,Success,China,China,S,2003,10,21,21/10/2003,True
691,Lockheed,StatusRetired,35.0 ,Success,USA,USA,P,2003,10,18,18/10/2003,True
692,ISRO,StatusRetired,25.0 ,Success,India,India,S,2003,10,17,17/10/2003,True
693,Boeing,StatusRetired,133.0 ,Success,USA,USA,P,2003,8,29,29/08/2003,True
694,Northrop,StatusActive,40.0 ,Success,USA,USA,P,2003,8,13,13/08/2003,True
695,ILS,StatusActive,135.0 ,Success,USA,USA,P,2003,7,17,17/07/2003,True
696,Eurockot,StatusRetired,41.8 ,Success,Russia,Germany,S,2003,6,30,30/06/2003,False
697,Northrop,StatusActive,40.0 ,Success,USA,USA,P,2003,6,26,26/06/2003,True
698,CASIC,StatusActive,69.7 ,Success,China,China,S,2003,5,24,24/05/2003,True
699,ILS,StatusActive,109.0 ,Success,USA,USA,P,2003,5,13,13/05/2003,True
700,ISRO,StatusRetired,47.0 ,Success,India,India,S,2003,5,8,08/05/2003,True
701,Northrop,StatusActive,40.0 ,Success,USA,USA,P,2003,4,28,28/04/2003,True
702,Boeing,StatusRetired,133.0 ,Success,USA,USA,P,2003,3,11,11/03/2003,True
703,Northrop,StatusActive,40.0 ,Success,USA,USA,P,2003,1,25,25/01/2003,True
704,NASA,StatusRetired,450.0 ,Failure,USA,USA,S,2003,1,16,16/01/2003,True
705,Lockheed,StatusRetired,35.0 ,Success,USA,USA,P,2003,1,6,06/01/2003,True
706,Kosmotras,StatusRetired,29.0 ,Success,Kazakhstan,Russia,S,2002,12,20,20/12/2002,False
707,MHI,StatusActive,90.0 ,Success,Japan,Japan,P,2002,12,14,14/12/2002,True
708,Arianespace,StatusActive,200.0 ,Failure,France,Multi,P,2002,12,11,11/12/2002,False
709,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2002,11,24,24/11/2002,True
710,Boeing,StatusRetired,164.0 ,Success,USA,USA,P,2002,11,20,20/11/2002,True
711,CASIC,StatusActive,64.68 ,Success,China,China,S,2002,10,27,27/10/2002,True
712,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2002,10,7,07/10/2002,True
713,ISRO,StatusRetired,25.0 ,Success,India,India,S,2002,9,12,12/09/2002,True
714,ILS,StatusActive,109.0 ,Success,USA,USA,P,2002,8,21,21/08/2002,True
715,Lockheed,StatusRetired,35.0 ,Success,USA,USA,P,2002,6,24,24/06/2002,True
716,Eurockot,StatusRetired,41.8 ,Success,Russia,Germany,S,2002,6,20,20/06/2002,False
717,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2002,6,5,05/06/2002,True
718,CASIC,StatusActive,64.68 ,Success,China,China,S,2002,5,15,15/05/2002,True
719,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2002,4,8,08/04/2002,True
720,Eurockot,StatusRetired,41.8 ,Success,Russia,Germany,S,2002,3,17,17/03/2002,False
721,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2002,3,1,01/03/2002,True
722,Northrop,StatusActive,40.0 ,Success,USA,USA,P,2002,2,5,05/02/2002,True
723,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2001,12,5,05/12/2001,True
724,ISRO,StatusRetired,25.0 ,Success,India,India,S,2001,10,22,22/10/2001,True
725,Northrop,StatusActive,45.0 ,Failure,USA,USA,P,2001,9,21,21/09/2001,True
726,MHI,StatusActive,90.0 ,Success,Japan,Japan,P,2001,8,29,29/08/2001,True
727,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2001,8,10,10/08/2001,True
728,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2001,7,12,12/07/2001,True
729,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2001,4,19,19/04/2001,True
730,ISRO,StatusRetired,47.0 ,Partial Failure,India,India,S,2001,4,18,18/04/2001,True
731,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2001,3,8,08/03/2001,True
732,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2001,2,7,07/02/2001,True
733,CASIC,StatusActive,69.7 ,Success,China,China,S,2000,12,20,20/12/2000,True
734,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2000,11,30,30/11/2000,True
735,CASIC,StatusActive,69.7 ,Success,China,China,S,2000,10,30,30/10/2000,True
736,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2000,10,11,11/10/2000,True
737,Northrop,StatusRetired,40.0 ,Success,USA,USA,P,2000,10,9,09/10/2000,True
738,Kosmotras,StatusRetired,29.0 ,Success,Kazakhstan,Russia,S,2000,9,26,26/09/2000,False
739,Lockheed,StatusRetired,35.0 ,Success,USA,USA,P,2000,9,21,21/09/2000,True
740,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2000,9,8,08/09/2000,True
741,Northrop,StatusActive,40.0 ,Success,USA,USA,P,2000,7,19,19/07/2000,True
742,Northrop,StatusActive,40.0 ,Success,USA,USA,P,2000,6,7,07/06/2000,True
743,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2000,5,19,19/05/2000,True
744,Eurockot,StatusRetired,41.8 ,Success,Russia,Germany,S,2000,5,16,16/05/2000,False
745,Northrop,StatusActive,45.0 ,Success,USA,USA,P,2000,3,12,12/03/2000,True
746,NASA,StatusRetired,450.0 ,Success,USA,USA,S,2000,2,11,11/02/2000,True
747,Northrop,StatusActive,40.0 ,Success,USA,USA,P,2000,1,27,27/01/2000,True
748,CASIC,StatusActive,69.7 ,Success,China,China,S,2000,1,25,25/01/2000,True
749,Northrop,StatusActive,45.0 ,Success,USA,USA,P,1999,12,31,31/12/1999,True
750,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1999,12,20,20/12/1999,True
751,Lockheed,StatusRetired,35.0 ,Success,USA,USA,P,1999,12,12,12/12/1999,True
752,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1999,12,4,04/12/1999,True
753,CASIC,StatusActive,64.68 ,Success,China,China,S,1999,10,14,14/10/1999,True
754,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1999,7,23,23/07/1999,True
755,Lockheed,StatusRetired,35.0 ,Success,USA,USA,P,1999,6,20,20/06/1999,True
756,CASIC,StatusActive,30.8 ,Success,China,China,S,1999,6,11,11/06/1999,True
757,ISRO,StatusRetired,25.0 ,Success,India,India,S,1999,5,29,29/05/1999,True
758,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1999,5,27,27/05/1999,True
759,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1999,5,18,18/05/1999,True
760,CASIC,StatusActive,64.68 ,Success,China,China,S,1999,5,10,10/05/1999,True
761,Kosmotras,StatusRetired,29.0 ,Success,Kazakhstan,Russia,S,1999,4,21,21/04/1999,False
762,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1999,3,5,05/03/1999,True
763,CASIC,StatusActive,30.8 ,Success,China,China,S,1998,12,19,19/12/1998,True
764,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1998,12,6,06/12/1998,True
765,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1998,12,4,04/12/1998,True
766,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1998,10,29,29/10/1998,True
767,Northrop,StatusRetired,40.0 ,Success,USA,USA,P,1998,10,22,22/10/1998,True
768,Northrop,StatusActive,45.0 ,Success,USA,USA,P,1998,10,3,03/10/1998,True
769,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1998,9,23,23/09/1998,True
770,CASIC,StatusActive,30.8 ,Success,China,China,S,1998,8,19,19/08/1998,True
771,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1998,8,2,02/08/1998,True
772,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1998,6,2,02/06/1998,True
773,Lockheed,StatusRetired,35.0 ,Success,USA,USA,P,1998,5,13,13/05/1998,True
774,CASIC,StatusActive,30.8 ,Success,China,China,S,1998,5,2,02/05/1998,True
775,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1998,4,17,17/04/1998,True
776,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1998,4,2,02/04/1998,True
777,CASIC,StatusActive,30.8 ,Success,China,China,S,1998,3,25,25/03/1998,True
778,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1998,2,26,26/02/1998,True
779,Northrop,StatusActive,45.0 ,Success,USA,USA,P,1998,2,10,10/02/1998,True
780,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1998,1,22,22/01/1998,True
781,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1997,12,23,23/12/1997,True
782,CASIC,StatusActive,30.8 ,Success,China,China,S,1997,12,8,08/12/1997,True
783,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1997,11,19,19/11/1997,True
784,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1997,10,22,22/10/1997,True
785,ISRO,StatusRetired,25.0 ,Partial Failure,India,India,S,1997,9,29,29/09/1997,True
786,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1997,9,25,25/09/1997,True
787,CASIC,StatusActive,30.8 ,Success,China,China,S,1997,9,1,01/09/1997,True
788,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1997,8,29,29/08/1997,True
789,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1997,8,7,07/08/1997,True
790,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1997,8,1,01/08/1997,True
791,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1997,7,1,01/07/1997,True
792,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1997,5,15,15/05/1997,True
793,CASIC,StatusActive,69.7 ,Success,China,China,S,1997,5,11,11/05/1997,True
794,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1997,4,21,21/04/1997,True
795,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1997,4,4,04/04/1997,True
796,Lockheed,StatusRetired,35.0 ,Success,USA,USA,P,1997,4,4,04/04/1997,True
797,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1997,2,11,11/02/1997,True
798,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1997,1,12,12/01/1997,True
799,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1996,12,7,07/12/1996,True
800,Northrop,StatusActive,40.0 ,Failure,USA,USA,P,1996,11,4,04/11/1996,True
801,CASIC,StatusActive,29.75 ,Success,China,China,S,1996,10,20,20/10/1996,True
802,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1996,9,16,16/09/1996,True
803,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1996,8,21,21/08/1996,True
804,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1996,7,2,02/07/1996,True
805,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1996,6,20,20/06/1996,True
806,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1996,5,19,19/05/1996,True
807,Northrop,StatusRetired,40.0 ,Success,USA,USA,P,1996,5,17,17/05/1996,True
808,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1996,3,22,22/03/1996,True
809,ISRO,StatusRetired,25.0 ,Success,India,India,S,1996,3,21,21/03/1996,True
810,Northrop,StatusActive,40.0 ,Success,USA,USA,P,1996,3,9,09/03/1996,True
811,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1996,2,22,22/02/1996,True
812,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1996,1,11,11/01/1996,True
813,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1995,11,12,12/11/1995,True
814,EER,StatusRetired,20.0 ,Failure,USA,USA,P,1995,10,23,23/10/1995,True
815,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1995,10,20,20/10/1995,True
816,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1995,9,7,07/09/1995,True
817,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1995,7,13,13/07/1995,True
818,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1995,6,27,27/06/1995,True
819,Northrop,StatusActive,40.0 ,Failure,USA,USA,P,1995,6,22,22/06/1995,True
820,Northrop,StatusRetired,40.0 ,Success,USA,USA,P,1995,4,3,03/04/1995,True
821,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1995,3,2,02/03/1995,True
822,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1995,2,3,03/02/1995,True
823,CASIC,StatusActive,69.7 ,Partial Failure,China,China,S,1994,11,29,29/11/1994,True
824,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1994,11,3,03/11/1994,True
825,ISRO,StatusRetired,25.0 ,Success,India,India,S,1994,10,15,15/10/1994,True
826,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1994,9,30,30/09/1994,True
827,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1994,9,9,09/09/1994,True
828,Northrop,StatusRetired,40.0 ,Success,USA,USA,P,1994,9,3,03/09/1994,True
829,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1994,7,8,08/07/1994,True
830,CASIC,StatusActive,29.75 ,Success,China,China,S,1994,7,3,03/07/1994,True
831,Northrop,StatusActive,40.0 ,Failure,USA,USA,P,1994,6,27,27/06/1994,True
832,Northrop,StatusRetired,40.0 ,Partial Failure,USA,USA,P,1994,5,19,19/05/1994,True
833,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1994,4,9,09/04/1994,True
834,Northrop,StatusActive,45.0 ,Success,USA,USA,P,1994,3,13,13/03/1994,True
835,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1994,3,4,04/03/1994,True
836,CASIC,StatusActive,69.7 ,Success,China,China,S,1994,2,8,08/02/1994,True
837,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1994,2,3,03/02/1994,True
838,Martin Marietta,StatusRetired,35.0 ,Success,USA,USA,P,1994,1,25,25/01/1994,True
839,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1993,12,2,02/12/1993,True
840,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1993,10,18,18/10/1993,True
841,CASIC,StatusActive,30.8 ,Success,China,China,S,1993,10,8,08/10/1993,True
842,Martin Marietta,StatusRetired,35.0 ,Failure,USA,USA,P,1993,10,5,05/10/1993,True
843,ISRO,StatusRetired,25.0 ,Failure,India,India,S,1993,9,20,20/09/1993,True
844,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1993,9,12,12/09/1993,True
845,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1993,6,21,21/06/1993,True
846,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1993,4,26,26/04/1993,True
847,Northrop,StatusRetired,40.0 ,Success,USA,USA,P,1993,4,25,25/04/1993,True
848,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1993,4,8,08/04/1993,True
849,Northrop,StatusRetired,40.0 ,Success,USA,USA,P,1993,2,9,09/02/1993,True
850,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1993,1,13,13/01/1993,True
851,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1992,12,2,02/12/1992,True
852,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1992,10,22,22/10/1992,True
853,CASIC,StatusActive,30.8 ,Success,China,China,S,1992,10,6,06/10/1992,True
854,Martin Marietta,StatusRetired,136.6 ,Success,USA,USA,P,1992,9,25,25/09/1992,True
855,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1992,9,12,12/09/1992,True
856,CASIC,StatusActive,29.75 ,Success,China,China,S,1992,8,9,09/08/1992,True
857,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1992,7,31,31/07/1992,True
858,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1992,6,25,25/06/1992,True
859,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1992,5,7,07/05/1992,True
860,Martin Marietta,StatusRetired,35.0 ,Success,USA,USA,P,1992,4,25,25/04/1992,True
861,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1992,3,24,24/03/1992,True
862,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1992,1,22,22/01/1992,True
863,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1991,11,24,24/11/1991,True
864,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1991,9,12,12/09/1991,True
865,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1991,8,2,02/08/1991,True
866,Northrop,StatusRetired,40.0 ,Partial Failure,USA,USA,P,1991,7,21,21/07/1991,True
867,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1991,6,5,05/06/1991,True
868,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1991,4,28,28/04/1991,True
869,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1991,4,5,05/04/1991,True
870,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1990,12,2,02/12/1990,True
871,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1990,11,15,15/11/1990,True
872,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1990,10,6,06/10/1990,True
873,CASIC,StatusActive,30.8 ,Success,China,China,S,1990,10,5,05/10/1990,True
874,Martin Marietta,StatusRetired,136.6 ,Success,USA,USA,P,1990,6,23,23/06/1990,True
875,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1990,4,24,24/04/1990,True
876,Northrop,StatusRetired,40.0 ,Success,USA,USA,P,1990,4,5,05/04/1990,True
877,Martin Marietta,StatusRetired,136.6 ,Failure,USA,USA,P,1990,3,14,14/03/1990,True
878,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1990,2,28,28/02/1990,True
879,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1990,1,9,09/01/1990,True
880,Martin Marietta,StatusRetired,136.6 ,Success,USA,USA,P,1990,1,1,01/01/1990,True
881,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1989,11,23,23/11/1989,True
882,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1989,10,18,18/10/1989,True
883,Martin Marietta,StatusRetired,35.0 ,Success,USA,USA,P,1989,9,6,06/09/1989,True
884,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1989,8,8,08/08/1989,True
885,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1989,5,4,04/05/1989,True
886,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1989,3,13,13/03/1989,True
887,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1988,12,2,02/12/1988,True
888,RVSN USSR,StatusRetired,"5,000.0 ",Success,Kazakhstan,Russia,S,1988,11,15,15/11/1988,False
889,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1988,9,29,29/09/1988,True
890,Martin Marietta,StatusRetired,35.0 ,Success,USA,USA,P,1988,9,5,05/09/1988,True
891,CASIC,StatusActive,30.8 ,Success,China,China,S,1988,8,5,05/08/1988,True
892,CASIC,StatusActive,30.8 ,Success,China,China,S,1987,9,9,09/09/1987,True
893,CASIC,StatusActive,30.8 ,Success,China,China,S,1987,8,5,05/08/1987,True
894,RVSN USSR,StatusRetired,"5,000.0 ",Success,Kazakhstan,Russia,S,1987,5,15,15/05/1987,False
895,CASIC,StatusActive,30.8 ,Success,China,China,S,1986,10,6,06/10/1986,True
896,NASA,StatusRetired,450.0 ,Failure,USA,USA,S,1986,1,28,28/01/1986,True
897,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1986,1,12,12/01/1986,True
898,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1985,11,27,27/11/1985,True
899,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1985,11,6,06/11/1985,True
900,CASIC,StatusActive,30.8 ,Success,China,China,S,1985,10,21,21/10/1985,True
901,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1985,10,3,03/10/1985,True
902,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1985,8,27,27/08/1985,True
903,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1985,7,25,25/07/1985,True
904,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1985,6,17,17/06/1985,True
905,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1985,5,6,06/05/1985,True
906,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1985,4,12,12/04/1985,True
907,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1985,1,24,24/01/1985,True
908,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1984,11,8,08/11/1984,True
909,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1984,10,5,05/10/1984,True
910,CASIC,StatusActive,30.8 ,Success,China,China,S,1984,9,12,12/09/1984,True
911,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1984,8,30,30/08/1984,True
912,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1984,4,6,06/04/1984,True
913,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1984,2,3,03/02/1984,True
914,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1983,11,28,28/11/1983,True
915,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1983,9,5,05/09/1983,True
916,CASIC,StatusActive,30.8 ,Success,China,China,S,1983,8,19,19/08/1983,True
917,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1983,6,18,18/06/1983,True
918,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1983,4,4,04/04/1983,True
919,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1982,11,11,11/11/1982,True
920,CASIC,StatusActive,30.8 ,Success,China,China,S,1982,9,9,09/09/1982,True
921,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1982,6,27,27/06/1982,True
922,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1982,3,22,22/03/1982,True
923,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1981,11,12,12/11/1981,True
924,NASA,StatusRetired,450.0 ,Success,USA,USA,S,1981,4,12,12/04/1981,True
925,NASA,StatusRetired,"1,160.0 ",Success,USA,USA,S,1973,5,14,14/05/1973,True
926,NASA,StatusRetired,"1,160.0 ",Success,USA,USA,S,1972,12,19,19/12/1972,True
927,NASA,StatusRetired,"1,160.0 ",Success,USA,USA,S,1972,4,16,16/04/1972,True
928,NASA,StatusRetired,"1,160.0 ",Success,USA,USA,S,1971,7,26,26/07/1971,True
929,NASA,StatusRetired,"1,160.0 ",Success,USA,USA,S,1971,1,31,31/01/1971,True
930,NASA,StatusRetired,"1,160.0 ",Success,USA,USA,S,1970,4,11,11/04/1970,True
931,NASA,StatusRetired,"1,160.0 ",Success,USA,USA,S,1969,11,14,14/11/1969,True
